Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
37441,Square Picnic Table,Wood,Wood,158 AVENUE NW,3470,CARLTON,Ward Anirniq,53.61989987171502,-113.55938295346337,"(53.61989987171502, -113.55938295346337)",POINT (-113.55938295346337 53.61989987171502)
12344,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.535049369083374,-113.538975622461,"(53.535049369083374, -113.538975622461)",POINT (-113.538975622461 53.535049369083374)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.534637841477064,-113.5224062084293,"(53.534637841477064, -113.5224062084293)",POINT (-113.5224062084293 53.534637841477064)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55466495553972,-113.38554584908877,"(53.55466495553972, -113.38554584908877)",POINT (-113.38554584908877 53.55466495553972)
3760,Square Picnic Table,Wood,Metal,155 AVENUE NW,3040,BEAUMARIS,Ward tastawiyiniwak,53.61642674796106,-113.49727983316235,"(53.61642674796106, -113.49727983316235)",POINT (-113.49727983316235 53.61642674796106)
18453,Square Picnic Table,Wood,Aggregate,55 STREET NW,6520,MILL WOODS TOWN CENTRE,Ward Karhiio,53.457717231303526,-113.42431067774908,"(53.457717231303526, -113.42431067774908)",POINT (-113.42431067774908 53.457717231303526)
26267,Square Picnic Table,Wood,Metal,YELLOWHEAD TRAIL NW,1130,ELMWOOD PARK,Ward Métis,53.58164193116761,-113.45628339361686,"(53.58164193116761, -113.45628339361686)",POINT (-113.45628339361686 53.58164193116761)
8142,Square Picnic Table,Concrete,Wood,101 AVENUE NW,1210,RIVERDALE,Ward O-day'min,53.54354969611598,-113.46787331553001,"(53.54354969611598, -113.46787331553001)",POINT (-113.46787331553001 53.54354969611598)
8090,Square Picnic Table,Wood,Aggregate,105A AVENUE NW,1020,BOYLE STREET,Ward O-day'min,53.55196517185329,-113.4759706194265,"(53.55196517185329, -113.4759706194265)",POINT (-113.4759706194265 53.55196517185329)
16045,Square Picnic Table,Wood,Metal,109 AVENUE NW,3310,NORTH GLENORA,Ward Nakota Isga,53.55505096607194,-113.55697521157569,"(53.55505096607194, -113.55697521157569)",POINT (-113.55697521157569 53.55505096607194)
20381,Square Picnic Table,Unknown,Unknown,93A AVENUE NW,6550,OTTEWELL,Ward Métis,53.53099365772602,-113.42446121788974,"(53.53099365772602, -113.42446121788974)",POINT (-113.42446121788974 53.53099365772602)
48819,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,Ward Anirniq,53.587005823308296,-113.5133520185654,"(53.587005823308296, -113.5133520185654)",POINT (-113.5133520185654 53.587005823308296)
94584,Square Picnic Table,Wood,Wood,FORT EDMONTON PARK ROAD NW,5401,RIVER VALLEY FORT EDMONTON,Ward pihêsiwin,53.50296454654346,-113.57089785861656,"(53.50296454654346, -113.57089785861656)",POINT (-113.57089785861656 53.50296454654346)
10846,Square Picnic Table,Wood,Aggregate,81 STREET NW,6320,IDYLWYLDE,Ward Métis,53.52323839993177,-113.45157335109938,"(53.52323839993177, -113.45157335109938)",POINT (-113.45157335109938 53.52323839993177)
59212,Square Picnic Table,Wood,Aggregate,LEGER WAY NW,5630,LEGER,Ward pihêsiwin,53.45955371241684,-113.57695709173557,"(53.45955371241684, -113.57695709173557)",POINT (-113.57695709173557 53.45955371241684)
9896,Square Picnic Table,Wood,Aggregate,105 AVENUE NW,4090,CANORA,Ward Nakota Isga,53.547221713710854,-113.58227852916826,"(53.547221713710854, -113.58227852916826)",POINT (-113.58227852916826 53.547221713710854)
19560,Square Picnic Table,Wood,Wood,LANSDOWNE DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.485345640600066,-113.5531520337153,"(53.485345640600066, -113.5531520337153)",POINT (-113.5531520337153 53.485345640600066)
5763,Square Picnic Table,Wood,Metal,135 AVENUE NW,2290,GLENGARRY,Ward tastawiyiniwak,53.59618250873307,-113.47578344639513,"(53.59618250873307, -113.47578344639513)",POINT (-113.47578344639513 53.59618250873307)
38262,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52740465089061,-113.50425400335405,"(53.52740465089061, -113.50425400335405)",POINT (-113.50425400335405 53.52740465089061)
9483,Square Picnic Table,Wood,Metal,129 STREET NW,3440,WESTMOUNT,Ward O-day'min,53.55513592026146,-113.54437729772478,"(53.55513592026146, -113.54437729772478)",POINT (-113.54437729772478 53.55513592026146)
10366,Square Picnic Table,Wood,Aggregate,70 AVENUE NW,6290,HAZELDEAN,Ward papastew,53.506836346511875,-113.48516667871705,"(53.506836346511875, -113.48516667871705)",POINT (-113.48516667871705 53.506836346511875)
5362,Square Picnic Table,Metal,Metal,140 AVENUE NW,2720,YORK,Ward Dene,53.60214212627784,-113.43115494532748,"(53.60214212627784, -113.43115494532748)",POINT (-113.43115494532748 53.60214212627784)
18598,Square Picnic Table,Wood,Aggregate,MATHESON WAY NW,2541,MILLER,Ward Dene,53.612626575042796,-113.41568635505384,"(53.612626575042796, -113.41568635505384)",POINT (-113.41568635505384 53.612626575042796)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.555271978240356,-113.3856463520044,"(53.555271978240356, -113.3856463520044)",POINT (-113.3856463520044 53.555271978240356)
19993,Square Picnic Table,Wood,Aggregate,147 STREET NW,5340,RAMSAY HEIGHTS,Ward pihêsiwin,53.478915535363576,-113.57624240616728,"(53.478915535363576, -113.57624240616728)",POINT (-113.57624240616728 53.478915535363576)
92816,Square Picnic Table,Metal,Wood,139 AVENUE NW,2400,KILDARE,Ward tastawiyiniwak,53.602386359237435,-113.45925312101929,"(53.602386359237435, -113.45925312101929)",POINT (-113.45925312101929 53.602386359237435)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52752000599689,-113.55263825699573,"(53.52752000599689, -113.55263825699573)",POINT (-113.55263825699573 53.52752000599689)
10636,Square Picnic Table,Aggregate,Wood,88 AVENUE NW,6040,BONNIE DOON,Ward Métis,53.52405675819996,-113.47440913025181,"(53.52405675819996, -113.47440913025181)",POINT (-113.47440913025181 53.52405675819996)
53104,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,Ward Ipiihkoohkanipiaohtsi,53.42957513913338,-113.530354985637,"(53.42957513913338, -113.530354985637)",POINT (-113.530354985637 53.42957513913338)
8410,Square Picnic Table,Metal,Metal,131A AVENUE NW,3260,LAUDERDALE,Ward Anirniq,53.59075371309387,-113.5060271063896,"(53.59075371309387, -113.5060271063896)",POINT (-113.5060271063896 53.59075371309387)
89999,Square Picnic Table,Metal,Metal,SAVARYN DRIVE SW,6213,SUMMERSIDE,Ward Karhiio,53.41384299680638,-113.46240201776102,"(53.41384299680638, -113.46240201776102)",POINT (-113.46240201776102 53.41384299680638)
6272,Square Picnic Table,Wood,Aggregate,36 AVENUE NW,6600,RICHFIELD,Ward Karhiio,53.468968023290266,-113.4525553845468,"(53.468968023290266, -113.4525553845468)",POINT (-113.4525553845468 53.468968023290266)
31911,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48523637649173,-113.553696951177,"(53.48523637649173, -113.553696951177)",POINT (-113.553696951177 53.48523637649173)
3971,Square Picnic Table,Wood,Aggregate,134 AVENUE NW,3390,ROSSLYN,Ward Anirniq,53.59400762748012,-113.51202628759,"(53.59400762748012, -113.51202628759)",POINT (-113.51202628759 53.59400762748012)
68720,Square Picnic Table,Composite,Metal,BELVEDERE WAY NW,2080,BELVEDERE,Ward Dene,53.58397209310967,-113.44077288360738,"(53.58397209310967, -113.44077288360738)",POINT (-113.44077288360738 53.58397209310967)
6049,Other Table,Wood,Metal,40 AVENUE NW,6280,GREENVIEW,Ward Karhiio,53.47596717869994,-113.42630177190752,"(53.47596717869994, -113.42630177190752)",POINT (-113.42630177190752 53.47596717869994)
3496,Square Picnic Table,Wood,Metal,99 AVENUE NW,1150,OLIVER,Ward O-day'min,53.53716770239778,-113.51136882982806,"(53.53716770239778, -113.51136882982806)",POINT (-113.51136882982806 53.53716770239778)
48818,Square Picnic Table,Wood,Wood,127 AVENUE NW,3260,LAUDERDALE,Ward Anirniq,53.585833323737,-113.50959981787663,"(53.585833323737, -113.50959981787663)",POINT (-113.50959981787663 53.585833323737)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Métis,53.55416545781744,-113.38454899206216,"(53.55416545781744, -113.38454899206216)",POINT (-113.38454899206216 53.55416545781744)
20381,Round Picnic Table,Metal,Metal,93A AVENUE NW,6550,OTTEWELL,Ward Métis,53.53098149706485,-113.42466269214677,"(53.53098149706485, -113.42466269214677)",POINT (-113.42466269214677 53.53098149706485)
5587,Square Picnic Table,Wood,Metal,59A STREET NW,2500,MATT BERRY,Ward Dene,53.62163226399176,-113.4315145190917,"(53.62163226399176, -113.4315145190917)",POINT (-113.4315145190917 53.62163226399176)
24592,Square Picnic Table,Wood,Metal,98 AVENUE NW,6070,CLOVERDALE,Ward Métis,53.538337789077936,-113.47799137090585,"(53.538337789077936, -113.47799137090585)",POINT (-113.47799137090585 53.538337789077936)
305,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.5626908793565,-113.45416288845368,"(53.5626908793565, -113.45416288845368)",POINT (-113.45416288845368 53.5626908793565)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52454583927921,-113.54413021239019,"(53.52454583927921, -113.54413021239019)",POINT (-113.54413021239019 53.52454583927921)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.524833765907744,-113.5461939802993,"(53.524833765907744, -113.5461939802993)",POINT (-113.5461939802993 53.524833765907744)
486,Square Picnic Table,Wood,Metal,105 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54170953971316,-113.50061026653366,"(53.54170953971316, -113.50061026653366)",POINT (-113.50061026653366 53.54170953971316)
68722,Other Table,Wood,Metal,BELVEDERE GATE NW,2080,BELVEDERE,Ward Dene,53.58612519253486,-113.43885918578233,"(53.58612519253486, -113.43885918578233)",POINT (-113.43885918578233 53.58612519253486)
19102,Square Picnic Table,Wood,Aggregate,42 AVENUE NW,6760,TWEDDLE PLACE,Ward Karhiio,53.477136758058506,-113.45625491560624,"(53.477136758058506, -113.45625491560624)",POINT (-113.45625491560624 53.477136758058506)
3129,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52662712425611,-113.50932132847048,"(53.52662712425611, -113.50932132847048)",POINT (-113.50932132847048 53.52662712425611)
8130,Square Picnic Table,Wood,Metal,113 STREET NW,1170,PRINCE RUPERT,Ward O-day'min,53.561615929985244,-113.51451782140859,"(53.561615929985244, -113.51451782140859)",POINT (-113.51451782140859 53.561615929985244)
21810,Square Picnic Table,Wood,Aggregate,66 STREET NW,6510,MILL WOODS PARK,Ward Karhiio,53.45522708778965,-113.43623941170162,"(53.45522708778965, -113.43623941170162)",POINT (-113.43623941170162 53.45522708778965)
6102,Square Picnic Table,Wood,Aggregate,19A AVENUE NW,6460,MEYOKUMIN,Ward Karhiio,53.449965698701085,-113.42967387489144,"(53.449965698701085, -113.42967387489144)",POINT (-113.42967387489144 53.449965698701085)
4852,Other Table,Wood,Aggregate,57 AVENUE NW,4160,GARIEPY,Ward sipiwiyiniwak,53.49340713633968,-113.62296284610346,"(53.49340713633968, -113.62296284610346)",POINT (-113.62296284610346 53.49340713633968)
10538,Square Picnic Table,Wood,Wood,78 AVENUE NW,6610,RITCHIE,Ward papastew,53.5139871111989,-113.48140593120927,"(53.5139871111989, -113.48140593120927)",POINT (-113.48140593120927 53.5139871111989)
5506,Square Picnic Table,Wood,Aggregate,CLAREVIEW ROAD NW,2390,KERNOHAN,Ward Dene,53.593432480549474,-113.383831692107,"(53.593432480549474, -113.383831692107)",POINT (-113.383831692107 53.593432480549474)
13419,Square Picnic Table,Concrete,Aggregate,107 STREET NW,3390,ROSSLYN,Ward Anirniq,53.596087859272565,-113.504553067772,"(53.596087859272565, -113.504553067772)",POINT (-113.504553067772 53.596087859272565)
11459,Square Picnic Table,Wood,Aggregate,93 AVENUE NW,4520,SUMMERLEA,Ward sipiwiyiniwak,53.52697556631577,-113.6237874394958,"(53.52697556631577, -113.6237874394958)",POINT (-113.6237874394958 53.52697556631577)
4867,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.50728483301336,-113.62129977462659,"(53.50728483301336, -113.62129977462659)",POINT (-113.62129977462659 53.50728483301336)
36672,Square Picnic Table,Wood,Aggregate,BLACKMUD CREEK DRIVE SW,5453,BLACKMUD CREEK,Ward Ipiihkoohkanipiaohtsi,53.42019247513164,-113.51330494511598,"(53.42019247513164, -113.51330494511598)",POINT (-113.51330494511598 53.42019247513164)
20598,Square Picnic Table,Wood,Metal,54 STREET NW,6061,CAPILANO,Ward Métis,53.55578869290354,-113.42247041545524,"(53.55578869290354, -113.42247041545524)",POINT (-113.42247041545524 53.55578869290354)
20053,Square Picnic Table,Wood,Wood,66 AVENUE NW,5401,RIVER VALLEY FORT EDMONTON,Ward pihêsiwin,53.502382875079356,-113.5730028013407,"(53.502382875079356, -113.5730028013407)",POINT (-113.5730028013407 53.502382875079356)
10767,Square Picnic Table,Wood,Metal,77 AVENUE NW,6360,KING EDWARD PARK,Ward Métis,53.513632665243264,-113.4606857398377,"(53.513632665243264, -113.4606857398377)",POINT (-113.4606857398377 53.513632665243264)
12587,Square Picnic Table,Unknown,Unknown,93 STREET NW,1010,ALBERTA AVENUE,Ward Métis,53.57095151228454,-113.48384811950322,"(53.57095151228454, -113.48384811950322)",POINT (-113.48384811950322 53.57095151228454)
9452,Square Picnic Table,Concrete,Aggregate,116 AVENUE NW,3240,INGLEWOOD,Ward Anirniq,53.567141585760886,-113.54376354829003,"(53.567141585760886, -113.54376354829003)",POINT (-113.54376354829003 53.567141585760886)
71852,Square Picnic Table,Wood,Aggregate,WEBBER GREENS DRIVE NW,4740,WEBBER GREENS,Ward Nakota Isga,53.52890669830948,-113.68025120851023,"(53.52890669830948, -113.68025120851023)",POINT (-113.68025120851023 53.52890669830948)
3464,Round Picnic Table,Unknown,Unknown,99 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54524479298641,-113.48995436014421,"(53.54524479298641, -113.48995436014421)",POINT (-113.48995436014421 53.54524479298641)
20314,Square Picnic Table,Wood,Aggregate,82 STREET NW,6310,HOLYROOD,Ward Métis,53.5309208531194,-113.45125483758495,"(53.5309208531194, -113.45125483758495)",POINT (-113.45125483758495 53.5309208531194)
96704,Square Picnic Table,Wood,Metal,CAPILANO PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Métis,53.56140340113486,-113.42197793690124,"(53.56140340113486, -113.42197793690124)",POINT (-113.42197793690124 53.56140340113486)
3129,Square Picnic Table,Wood,Wood,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.527283025130934,-113.50775713982806,"(53.527283025130934, -113.50775713982806)",POINT (-113.50775713982806 53.527283025130934)
11671,Square Picnic Table,Wood,Aggregate,153 STREET NW,4230,JASPER PARK,Ward sipiwiyiniwak,53.520417906970835,-113.58442413822594,"(53.520417906970835, -113.58442413822594)",POINT (-113.58442413822594 53.520417906970835)
27179,Round Picnic Table,Metal,Metal,54 STREET NW,2330,HIGHLANDS,Ward Métis,53.56864299170317,-113.42488598145587,"(53.56864299170317, -113.42488598145587)",POINT (-113.42488598145587 53.56864299170317)
4437,Square Picnic Table,Wood,Aggregate,12 AVENUE NW,6140,CRAWFORD PLAINS,Ward Sspomitapi,53.44062098288902,-113.40443284513292,"(53.44062098288902, -113.40443284513292)",POINT (-113.40443284513292 53.44062098288902)
66278,Square Picnic Table,Concrete,Concrete,SOUTH TERWILLEGAR DRIVE NW,5642,SOUTH TERWILLEGAR,Ward pihêsiwin,53.43983232117258,-113.58018811112429,"(53.43983232117258, -113.58018811112429)",POINT (-113.58018811112429 53.43983232117258)
20381,Square Picnic Table,Wood,Metal,93A AVENUE NW,6550,OTTEWELL,Ward Métis,53.53085237012304,-113.42430296495212,"(53.53085237012304, -113.42430296495212)",POINT (-113.42430296495212 53.53085237012304)
14883,Square Picnic Table,Wood,Wood,LESSARD DRIVE NW,5380,RIVER VALLEY TERWILLEGAR,Ward pihêsiwin,53.48636693275414,-113.6154212757802,"(53.48636693275414, -113.6154212757802)",POINT (-113.6154212757802 53.48636693275414)
20897,Square Picnic Table,Wood,Metal,101 STREET SW,6214,ELLERSLIE INDUSTRIAL,Ward Karhiio,53.411055823709965,-113.49120287793127,"(53.411055823709965, -113.49120287793127)",POINT (-113.49120287793127 53.411055823709965)
12343,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.532626898226674,-113.5330621349545,"(53.532626898226674, -113.5330621349545)",POINT (-113.5330621349545 53.532626898226674)
6381,Square Picnic Table,Wood,Metal,25 AVENUE NW,5060,BLUE QUILL,Ward Ipiihkoohkanipiaohtsi,53.45794701721619,-113.52460850136443,"(53.45794701721619, -113.52460850136443)",POINT (-113.52460850136443 53.45794701721619)
3292,Other Table,Wood,Metal,130 AVENUE NW,2020,BALWIN,Ward tastawiyiniwak,53.58957315515194,-113.45892520161519,"(53.58957315515194, -113.45892520161519)",POINT (-113.45892520161519 53.58957315515194)
7723,Square Picnic Table,Metal,Metal,115 AVENUE NW,2100,BEVERLY HEIGHTS,Ward Métis,53.567917888141,-113.41275225675335,"(53.567917888141, -113.41275225675335)",POINT (-113.41275225675335 53.567917888141)
26088,Square Picnic Table,Wood,Aggregate,111 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56032739879487,-113.56070593055347,"(53.56032739879487, -113.56070593055347)",POINT (-113.56070593055347 53.56032739879487)
34062,Square Picnic Table,Concrete,Aggregate,WHITEMUD DRIVE NW,6500,MILL WOODS GOLF COURSE,Ward Karhiio,53.485454968784964,-113.42419235519458,"(53.485454968784964, -113.42419235519458)",POINT (-113.42419235519458 53.485454968784964)
69953,Square Picnic Table,Wood,Metal,SECORD BOULEVARD NW,4487,SECORD,Ward Nakota Isga,53.533474113393105,-113.69186152736808,"(53.533474113393105, -113.69186152736808)",POINT (-113.69186152736808 53.533474113393105)
4253,Square Picnic Table,Wood,Metal,114 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.56266246830767,-113.56120932770577,"(53.56266246830767, -113.56120932770577)",POINT (-113.56120932770577 53.56266246830767)
20249,Square Picnic Table,Wood,Metal,93 AVENUE NW,6710,STRATHEARN,Ward Métis,53.529873698556706,-113.46206774600644,"(53.529873698556706, -113.46206774600644)",POINT (-113.46206774600644 53.529873698556706)
23142,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Métis,53.56195785944471,-113.45901296489984,"(53.56195785944471, -113.45901296489984)",POINT (-113.45901296489984 53.56195785944471)
12343,Square Picnic Table,Composite,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.532680634609214,-113.53322856784843,"(53.532680634609214, -113.53322856784843)",POINT (-113.53322856784843 53.532680634609214)
81602,Square Picnic Table,Metal,Metal,WOOLSEY COMMON NW,5570,WINDERMERE,Ward pihêsiwin,53.447413693178724,-113.6112223555351,"(53.447413693178724, -113.6112223555351)",POINT (-113.6112223555351 53.447413693178724)
11454,Square Picnic Table,Wood,Aggregate,91 AVENUE NW,4590,WEST MEADOWLARK PARK,Ward sipiwiyiniwak,53.52699332064822,-113.60885331833374,"(53.52699332064822, -113.60885331833374)",POINT (-113.60885331833374 53.52699332064822)
